ASV,zr2757_10V3V4,zr2757_1V3V4,zr2757_2V3V4,zr2757_3V3V4,zr2757_4V3V4,zr2757_5V3V4,zr2757_6V3V4,zr2757_7V3V4,zr2757_8V3V4,zr2757_9V3V4
ASV_3117,3,0,0,0,1,2,2,4,0,3
ASV_3118,3,0,1,2,9,0,0,0,0,0
ASV_3119,2,0,2,1,6,1,0,3,0,0
ASV_3120,2,1,0,2,0,4,2,4,0,0
ASV_3121,2,2,3,0,2,3,0,0,1,2
ASV_3122,2,0,4,1,3,2,0,3,0,0
ASV_3123,2,0,3,0,2,3,5,0,0,0
ASV_3124,2,0,4,0,3,0,1,0,4,1
ASV_3125,2,0,2,1,4,2,0,3,0,1
ASV_3126,2,0,0,0,3,0,4,4,0,2
ASV_3127,2,0,0,4,6,2,0,1,0,0
ASV_3128,2,0,1,1,5,0,1,1,1,3
ASV_3129,2,1,2,0,4,0,1,3,2,0
ASV_3130,2,0,4,0,0,1,1,0,6,1
ASV_3131,1,1,0,1,0,1,3,2,2,4
ASV_3132,1,0,0,0,0,6,4,3,0,1
ASV_3133,1,1,0,1,3,0,6,2,1,0
ASV_3134,1,0,1,0,4,3,0,1,5,0
ASV_3135,1,1,5,0,0,4,0,0,3,1
ASV_3136,1,2,0,3,8,0,0,1,0,0
ASV_3137,1,1,1,1,4,1,2,0,4,0
ASV_3138,1,0,2,3,8,1,0,0,0,0
ASV_3139,1,0,6,1,0,0,2,0,3,2
ASV_3140,1,0,3,1,1,2,3,1,1,2
ASV_3141,1,0,2,0,2,4,1,5,0,0
ASV_3142,1,1,0,2,3,2,1,3,2,0
ASV_3143,1,0,2,1,0,1,3,4,3,0
ASV_3144,1,1,6,0,4,0,1,0,1,1
ASV_3145,1,1,1,2,1,2,3,3,0,1
ASV_3146,1,3,0,0,5,0,3,3,0,0
ASV_3147,1,3,0,1,1,0,5,2,1,1
ASV_3148,1,0,1,3,9,0,1,0,0,0
ASV_3149,0,5,1,1,3,0,2,2,0,1
ASV_3150,0,4,5,1,1,2,0,2,0,0
ASV_3151,0,4,0,2,3,0,4,0,0,2
ASV_3152,0,2,0,6,5,0,0,2,0,0
ASV_3153,0,2,0,0,0,6,7,0,0,0
ASV_3154,0,1,0,8,4,0,0,2,0,0
ASV_3155,0,1,0,0,0,6,6,0,1,1
ASV_3156,0,1,1,0,2,0,2,4,1,4
ASV_3157,0,1,0,1,1,9,0,3,0,0
ASV_3158,0,1,1,2,5,3,0,3,0,0
ASV_3159,0,1,1,3,8,0,1,0,0,1
ASV_3160,0,0,8,0,0,0,0,0,5,2
ASV_3161,0,0,8,0,1,0,0,0,3,3
ASV_3162,0,0,6,0,1,2,1,0,3,2
ASV_3163,0,0,6,0,0,1,2,0,4,2
ASV_3164,0,0,6,0,2,0,4,0,2,1
ASV_3165,0,0,5,4,3,0,0,2,0,1
ASV_3166,0,0,4,2,1,1,7,0,0,0
ASV_3167,0,0,4,1,1,3,3,2,0,1
ASV_3168,0,0,4,0,0,0,3,0,7,1
ASV_3169,0,0,4,0,1,4,2,0,3,1
ASV_3170,0,0,4,0,5,2,0,0,4,0
ASV_3171,0,0,3,0,8,0,1,0,1,2
ASV_3172,0,0,3,0,3,0,4,1,2,2
ASV_3173,0,0,3,1,0,0,0,0,2,9
ASV_3174,0,0,3,2,8,0,0,1,0,1
ASV_3175,0,0,2,0,0,7,1,0,4,1
ASV_3176,0,0,2,3,9,1,0,0,0,0
ASV_3177,0,0,2,2,5,0,2,0,3,1
ASV_3178,0,0,2,2,3,5,1,0,1,1
ASV_3179,0,0,1,1,4,0,1,5,1,2
ASV_3180,0,0,1,0,7,0,1,0,4,2
ASV_3181,0,0,1,4,6,0,0,0,3,1
ASV_3182,0,0,1,0,0,0,3,0,7,4
ASV_3183,0,0,1,0,1,1,7,0,2,3
ASV_3184,0,0,0,5,10,0,0,0,0,0
ASV_3185,0,0,0,4,10,0,0,0,1,0
ASV_3186,0,0,0,4,11,0,0,0,0,0
ASV_3187,0,0,0,1,9,2,0,0,3,0
ASV_3188,0,0,0,1,0,8,5,0,0,1
ASV_3189,0,0,0,0,0,4,10,1,0,0
ASV_3190,9,0,0,0,1,0,3,1,0,0
ASV_3191,8,0,0,1,0,0,0,5,0,0
ASV_3192,6,1,0,0,0,0,0,7,0,0
ASV_3193,6,4,0,0,0,1,0,3,0,0
ASV_3194,6,2,0,0,1,0,1,4,0,0
ASV_3195,6,2,0,0,0,0,0,6,0,0
ASV_3196,5,4,0,0,4,0,0,1,0,0
ASV_3197,5,2,3,1,1,0,0,0,1,1
ASV_3198,5,1,0,0,6,0,1,1,0,0
ASV_3199,4,3,0,1,3,0,0,0,2,1
ASV_3200,4,0,0,0,0,2,0,7,1,0
ASV_3201,4,0,1,0,0,2,2,4,0,1
ASV_3202,4,0,0,0,2,2,0,6,0,0
ASV_3203,4,0,1,0,0,0,1,1,7,0
ASV_3204,4,0,1,0,3,1,1,3,0,1
ASV_3205,4,0,0,0,0,0,0,8,1,1
ASV_3206,4,4,0,0,0,1,1,4,0,0
ASV_3207,3,1,0,2,0,0,5,1,0,2
ASV_3208,3,1,0,0,2,1,0,6,1,0
ASV_3209,3,2,0,2,5,1,1,0,0,0
ASV_3210,3,0,0,0,1,0,2,4,0,4
ASV_3211,3,2,0,2,3,1,0,3,0,0
ASV_3212,2,1,2,0,0,5,3,0,1,0
ASV_3213,2,2,0,0,1,1,4,4,0,0
ASV_3214,2,1,0,5,2,0,3,0,0,1
ASV_3215,2,0,0,2,7,0,0,3,0,0
ASV_3216,2,2,0,1,3,0,1,5,0,0
ASV_3217,2,1,0,1,4,5,0,1,0,0
ASV_3218,2,1,0,7,4,0,0,0,0,0
ASV_3219,2,1,0,3,3,0,0,4,0,1
ASV_3220,2,0,0,0,0,2,4,0,3,3
ASV_3221,1,1,1,0,0,1,3,4,3,0
ASV_3222,1,2,3,1,2,2,0,0,0,3
ASV_3223,1,0,2,3,4,1,1,0,2,0
ASV_3224,1,3,0,1,0,6,1,1,0,1
ASV_3225,1,4,1,3,5,0,0,0,0,0
ASV_3226,1,0,0,0,6,1,3,0,2,1
ASV_3227,1,0,1,1,6,3,0,0,1,1
ASV_3228,1,1,0,3,9,0,0,0,0,0
ASV_3229,1,0,2,4,1,1,1,3,0,1
ASV_3230,1,1,0,3,8,0,0,1,0,0
ASV_3231,1,0,0,0,5,0,3,0,2,3
ASV_3232,1,1,1,0,2,3,3,2,0,1
ASV_3233,1,1,0,0,1,3,5,0,3,0
ASV_3234,1,0,8,0,0,0,1,0,4,0
ASV_3235,1,0,1,4,6,0,0,2,0,0
ASV_3236,1,0,4,0,4,0,1,1,3,0
ASV_3237,1,1,0,0,7,0,0,5,0,0
ASV_3238,1,4,3,1,3,0,0,0,2,0
ASV_3239,1,1,4,1,1,0,0,0,4,2
ASV_3240,0,4,0,0,0,0,0,10,0,0
ASV_3241,0,2,0,3,6,0,2,1,0,0
ASV_3242,0,2,2,0,3,1,1,1,3,1
ASV_3243,0,2,2,0,3,0,2,1,4,0
ASV_3244,0,2,0,3,2,2,1,4,0,0
ASV_3245,0,2,2,1,3,5,0,1,0,0
ASV_3246,0,1,0,0,0,9,4,0,0,0
ASV_3247,0,1,0,6,2,3,0,0,2,0
ASV_3248,0,1,2,3,4,0,1,0,2,1
ASV_3249,0,1,2,5,3,2,1,0,0,0
ASV_3250,0,1,4,1,2,3,0,0,1,2
ASV_3251,0,1,3,0,1,0,1,1,5,2
ASV_3252,0,1,0,1,8,3,1,0,0,0
ASV_3253,0,0,8,0,0,0,0,0,3,3
ASV_3254,0,0,6,0,3,0,2,1,1,1
ASV_3255,0,0,6,0,0,0,0,0,8,0
ASV_3256,0,0,5,0,4,1,0,0,3,1
ASV_3257,0,0,5,1,4,0,0,0,3,1
ASV_3258,0,0,5,0,1,1,1,0,3,3
ASV_3259,0,0,5,0,0,2,2,0,4,1
ASV_3260,0,0,5,0,3,0,0,0,6,0
ASV_3261,0,0,4,0,0,3,1,0,5,1
ASV_3262,0,0,4,0,0,4,2,0,0,4
ASV_3263,0,0,3,0,0,1,1,0,9,0
ASV_3264,0,0,3,0,0,3,1,0,7,0
ASV_3265,0,0,3,0,0,0,1,0,10,0
ASV_3266,0,0,2,1,5,0,3,0,0,3
ASV_3267,0,0,2,0,5,0,3,0,3,1
ASV_3268,0,0,1,0,3,0,5,1,3,1
ASV_3269,0,0,1,2,2,3,0,3,3,0
ASV_3270,0,0,1,1,4,1,1,0,1,5
ASV_3271,0,0,1,6,4,0,1,2,0,0
ASV_3272,0,0,1,0,4,2,1,1,4,1
ASV_3273,0,0,1,4,2,1,4,1,0,1
ASV_3274,0,0,1,0,4,2,4,0,0,3
ASV_3275,0,0,0,8,2,0,0,0,4,0
ASV_3276,0,0,0,6,6,0,1,1,0,0
ASV_3277,0,0,0,5,6,1,2,0,0,0
ASV_3278,0,0,0,5,8,1,0,0,0,0
ASV_3279,0,0,0,3,10,0,0,1,0,0
ASV_3280,0,0,0,2,1,3,3,3,1,1
ASV_3281,0,0,0,1,6,0,1,4,1,1
ASV_3282,0,0,0,1,3,1,2,3,1,3
ASV_3283,0,0,0,1,7,3,3,0,0,0
ASV_3284,0,0,0,0,1,8,5,0,0,0
ASV_3285,0,0,0,0,1,0,4,0,8,1
ASV_3286,0,0,0,0,0,0,5,0,5,4
ASV_3287,8,0,0,0,1,0,0,4,0,0
ASV_3288,7,1,0,0,0,0,2,3,0,0
ASV_3289,6,0,0,0,0,3,0,4,0,0
ASV_3290,5,0,0,0,0,0,0,8,0,0
ASV_3291,5,0,0,0,0,3,0,5,0,0
ASV_3292,5,1,0,0,0,0,0,7,0,0
ASV_3293,4,2,0,0,1,1,0,5,0,0
ASV_3294,4,1,1,1,4,0,0,1,1,0
ASV_3295,4,2,0,0,0,3,0,2,2,0
ASV_3296,4,1,0,0,0,1,2,5,0,0
ASV_3297,4,0,1,1,0,1,1,3,1,1
ASV_3298,4,1,0,4,2,0,0,2,0,0
ASV_3299,3,0,0,1,6,0,0,3,0,0
ASV_3300,3,1,1,0,1,1,0,3,3,0
ASV_3301,3,1,0,1,1,3,1,3,0,0
ASV_3302,3,1,0,3,3,0,0,1,2,0
ASV_3303,3,3,0,0,0,3,1,3,0,0
ASV_3304,3,0,1,1,6,1,0,1,0,0
ASV_3305,3,4,0,0,0,2,3,1,0,0
ASV_3306,3,0,0,0,0,6,0,4,0,0
ASV_3307,3,2,0,2,1,2,3,0,0,0
ASV_3308,3,0,0,3,2,0,0,5,0,0
ASV_3309,3,5,0,0,2,0,0,3,0,0
ASV_3310,3,0,0,0,1,2,0,5,2,0
ASV_3311,2,4,0,0,0,1,0,6,0,0
ASV_3312,2,0,3,1,6,0,0,0,1,0
ASV_3313,2,1,0,0,0,1,4,5,0,0
ASV_3314,2,1,0,0,1,4,3,2,0,0
ASV_3315,2,3,0,1,1,1,0,5,0,0
ASV_3316,2,3,0,0,3,2,1,2,0,0
ASV_3317,2,0,1,0,1,3,4,2,0,0
ASV_3318,2,1,5,1,3,0,0,0,0,1
ASV_3319,2,3,0,4,1,0,1,1,0,1
ASV_3320,2,1,3,3,1,2,0,1,0,0
ASV_3321,2,0,0,0,6,2,0,3,0,0
ASV_3322,2,0,3,0,7,0,0,0,0,1
ASV_3323,1,0,1,1,5,0,1,1,3,0
ASV_3324,1,2,0,0,3,4,2,1,0,0
ASV_3325,1,0,1,3,3,2,1,0,0,2
ASV_3326,1,1,0,3,1,0,3,1,1,2
ASV_3327,1,3,0,2,4,0,0,3,0,0
ASV_3328,1,3,1,0,0,0,1,7,0,0
ASV_3329,1,1,0,3,7,0,0,1,0,0
ASV_3330,1,0,0,3,8,0,0,0,0,1
ASV_3331,1,0,0,5,5,0,0,0,2,0
ASV_3332,1,3,0,0,0,3,2,4,0,0
ASV_3333,1,1,1,2,5,0,3,0,0,0
ASV_3334,1,3,0,2,4,1,0,2,0,0
ASV_3335,1,0,2,1,3,0,3,2,1,0
ASV_3336,1,1,2,3,1,0,1,4,0,0
ASV_3337,0,4,2,0,6,0,1,0,0,0
ASV_3338,0,4,0,4,2,0,0,0,3,0
ASV_3339,0,3,0,1,0,3,0,6,0,0
ASV_3340,0,3,0,4,5,0,0,1,0,0
ASV_3341,0,2,1,2,0,3,2,3,0,0
ASV_3342,0,2,0,3,7,0,0,1,0,0
ASV_3343,0,1,2,0,1,0,3,3,2,1
ASV_3344,0,1,2,0,1,0,2,0,4,3
ASV_3345,0,1,0,2,4,2,0,0,4,0
ASV_3346,0,1,1,3,2,3,0,1,0,2
ASV_3347,0,0,5,0,6,0,1,0,1,0
ASV_3348,0,0,5,0,0,0,0,0,8,0
ASV_3349,0,0,5,0,0,0,0,0,8,0
ASV_3350,0,0,4,2,2,0,4,0,0,1
ASV_3351,0,0,4,2,3,0,0,0,2,2
ASV_3352,0,0,4,0,1,4,3,0,1,0
ASV_3353,0,0,4,1,3,0,2,0,0,3
ASV_3354,0,0,4,0,1,3,5,0,0,0
ASV_3355,0,0,4,2,1,0,1,0,4,1
ASV_3356,0,0,3,3,1,5,1,0,0,0
ASV_3357,0,0,3,1,2,0,4,0,2,1
ASV_3358,0,0,3,0,0,0,0,0,9,1
ASV_3359,0,0,3,2,6,0,0,0,2,0
ASV_3360,0,0,2,0,1,4,1,0,5,0
ASV_3361,0,0,2,1,3,0,0,0,2,5
ASV_3362,0,0,2,0,5,0,4,0,1,1
ASV_3363,0,0,2,3,3,1,1,1,0,2
ASV_3364,0,0,1,2,3,3,0,0,0,4
ASV_3365,0,0,1,1,3,2,2,0,3,1
ASV_3366,0,0,1,2,5,0,0,4,1,0
ASV_3367,0,0,1,1,2,0,4,3,1,1
ASV_3368,0,0,0,6,7,0,0,0,0,0
ASV_3369,0,0,0,4,9,0,0,0,0,0
ASV_3370,0,0,0,4,6,1,1,0,0,1
ASV_3371,0,0,0,3,4,4,1,1,0,0
ASV_3372,0,0,0,3,6,2,1,1,0,0
ASV_3373,0,0,0,1,5,1,6,0,0,0
ASV_3374,0,0,0,1,2,3,1,3,3,0
ASV_3375,0,0,0,0,0,9,4,0,0,0
ASV_3376,7,1,0,0,0,0,0,4,0,0
ASV_3377,7,0,0,0,0,3,0,2,0,0
ASV_3378,6,0,0,0,2,0,0,4,0,0
ASV_3379,6,3,0,0,0,1,0,2,0,0
ASV_3380,6,1,0,1,0,0,0,4,0,0
ASV_3381,6,0,0,0,0,1,2,3,0,0
ASV_3382,5,0,0,0,1,3,2,0,1,0
ASV_3383,5,1,0,0,0,0,0,6,0,0
ASV_3384,5,1,0,0,0,4,1,1,0,0
ASV_3385,5,0,0,2,1,0,0,3,1,0
ASV_3386,4,0,0,1,4,0,3,0,0,0
ASV_3387,4,1,0,0,0,2,0,3,0,2
ASV_3388,4,0,0,1,1,0,4,1,1,0
ASV_3389,4,1,0,1,1,0,0,5,0,0
ASV_3390,4,2,1,3,0,0,1,0,1,0
ASV_3391,4,3,0,4,1,0,0,0,0,0
ASV_3392,4,1,0,0,0,5,2,0,0,0
ASV_3393,4,4,0,1,0,0,0,3,0,0
ASV_3394,3,3,0,3,0,0,0,1,2,0
ASV_3395,3,1,0,0,0,1,0,7,0,0
ASV_3396,3,3,0,0,1,0,1,3,0,1
ASV_3397,3,2,0,0,2,2,0,3,0,0
ASV_3398,3,0,1,0,1,0,3,3,1,0
ASV_3399,3,0,3,0,2,1,1,2,0,0
ASV_3400,3,0,4,1,0,1,1,2,0,0
ASV_3401,2,1,0,3,3,0,1,0,0,2
ASV_3402,2,0,4,1,3,1,0,1,0,0
ASV_3403,2,3,0,4,2,0,1,0,0,0
ASV_3404,2,0,0,0,2,0,5,3,0,0
ASV_3405,2,0,0,0,0,2,3,4,0,1
ASV_3406,2,0,4,0,0,1,0,0,5,0
ASV_3407,2,0,0,4,6,0,0,0,0,0
ASV_3408,2,2,0,3,1,0,0,4,0,0
ASV_3409,2,1,1,3,4,1,0,0,0,0
ASV_3410,2,0,1,0,0,2,0,3,4,0
ASV_3411,2,1,1,0,2,3,0,3,0,0
ASV_3412,1,2,3,1,0,0,0,4,0,1
ASV_3413,1,0,1,0,4,1,2,0,3,0
ASV_3414,1,0,4,0,0,0,1,0,2,4
ASV_3415,1,1,0,0,5,1,1,3,0,0
ASV_3416,1,0,4,0,2,0,0,4,1,0
ASV_3417,1,4,0,0,0,1,1,5,0,0
ASV_3418,1,1,1,0,0,0,3,4,0,2
ASV_3419,1,1,0,5,4,0,0,0,0,1
ASV_3420,1,0,3,0,0,1,0,3,2,2
ASV_3421,1,0,2,0,0,2,3,0,3,1
ASV_3422,1,0,5,0,0,0,5,0,0,1
ASV_3423,1,1,3,2,4,0,0,1,0,0
ASV_3424,1,0,1,0,0,0,4,1,2,3
ASV_3425,1,0,0,1,1,6,3,0,0,0
ASV_3426,1,3,0,2,0,0,0,3,1,2
ASV_3427,1,0,1,3,5,1,0,1,0,0
ASV_3428,1,1,0,0,0,3,6,0,0,1
ASV_3429,1,0,2,1,3,1,1,0,3,0
ASV_3430,0,4,1,0,2,0,1,3,1,0
ASV_3431,0,3,0,3,5,0,0,1,0,0
ASV_3432,0,2,0,4,6,0,0,0,0,0
ASV_3433,0,1,3,1,4,0,0,1,2,0
ASV_3434,0,1,0,3,4,0,1,1,2,0
ASV_3435,0,1,2,0,3,0,2,0,4,0
ASV_3436,0,1,0,2,5,1,0,3,0,0
ASV_3437,0,1,2,0,1,5,0,3,0,0
ASV_3438,0,1,2,0,4,0,0,0,5,0
ASV_3439,0,1,0,6,3,0,2,0,0,0
ASV_3440,0,1,3,1,3,1,2,1,0,0
ASV_3441,0,1,2,3,4,1,0,0,1,0
ASV_3442,0,1,1,3,7,0,0,0,0,0
ASV_3443,0,0,7,1,0,0,0,0,3,1
ASV_3444,0,0,6,0,3,0,1,0,2,0
ASV_3445,0,0,5,0,0,0,1,1,5,0
ASV_3446,0,0,5,0,1,0,0,0,5,1
ASV_3447,0,0,5,0,0,0,2,0,3,2
ASV_3448,0,0,4,0,2,0,0,0,2,4
ASV_3449,0,0,4,0,0,0,0,0,5,3
ASV_3450,0,0,3,0,5,0,0,0,3,1
ASV_3451,0,0,3,0,0,5,2,0,0,2
ASV_3452,0,0,3,2,3,0,2,1,0,1
ASV_3453,0,0,3,0,1,1,1,0,4,2
ASV_3454,0,0,3,1,0,2,1,1,4,0
ASV_3455,0,0,3,1,2,0,4,1,1,0
ASV_3456,0,0,3,0,2,1,2,0,3,1
ASV_3457,0,0,2,0,2,0,1,4,0,3
ASV_3458,0,0,2,0,2,4,3,0,1,0
ASV_3459,0,0,2,0,0,0,3,0,5,2
ASV_3460,0,0,1,2,4,3,1,0,1,0
ASV_3461,0,0,1,5,6,0,0,0,0,0
ASV_3462,0,0,1,0,4,6,0,1,0,0
ASV_3463,0,0,1,0,6,0,3,2,0,0
ASV_3464,0,0,1,0,4,2,3,0,1,1
ASV_3465,0,0,0,4,5,0,0,0,1,2
ASV_3466,0,0,0,4,3,3,0,0,2,0
ASV_3467,0,0,0,3,7,0,0,0,0,2
ASV_3468,0,0,0,3,5,0,2,0,2,0
ASV_3469,0,0,0,3,5,0,1,1,0,2
ASV_3470,0,0,0,2,5,1,3,1,0,0
ASV_3471,0,0,0,2,3,6,1,0,0,0
ASV_3472,0,0,0,2,6,1,3,0,0,0
ASV_3473,0,0,0,2,4,3,0,0,3,0
ASV_3474,0,0,0,1,1,4,1,1,4,0
ASV_3475,0,0,0,1,4,4,1,0,2,0
ASV_3476,0,0,0,0,1,4,4,2,0,1
ASV_3477,7,0,0,0,0,0,1,3,0,0
ASV_3478,5,0,1,1,1,0,0,0,3,0
ASV_3479,5,0,0,0,0,1,4,0,0,1
ASV_3480,4,0,0,0,1,0,3,1,1,1
ASV_3481,4,2,0,0,3,0,1,0,0,1
ASV_3482,4,0,0,0,0,4,2,1,0,0
ASV_3483,4,1,1,0,4,0,0,1,0,0
ASV_3484,4,0,4,0,0,1,0,0,2,0
ASV_3485,4,0,0,1,5,0,1,0,0,0
ASV_3486,4,2,0,3,0,0,0,2,0,0
ASV_3487,4,1,1,0,0,1,0,0,0,4
ASV_3488,4,0,0,0,0,4,0,3,0,0
ASV_3489,4,1,4,0,0,0,0,1,1,0
ASV_3490,3,1,0,2,1,0,1,3,0,0
ASV_3491,3,1,0,0,0,0,4,1,0,2
ASV_3492,3,4,0,0,2,0,0,2,0,0
ASV_3493,3,0,0,2,6,0,0,0,0,0
ASV_3494,3,1,0,0,3,0,0,4,0,0
ASV_3495,3,0,0,0,0,6,2,0,0,0
ASV_3496,3,0,0,0,1,2,0,5,0,0
ASV_3497,3,1,0,0,2,2,0,3,0,0
ASV_3498,3,0,0,1,7,0,0,0,0,0
ASV_3499,3,2,0,0,4,0,0,2,0,0
ASV_3500,2,0,0,0,1,3,4,1,0,0
ASV_3501,2,1,0,0,3,1,1,3,0,0
ASV_3502,2,1,0,0,4,0,1,3,0,0
ASV_3503,2,2,0,0,4,0,0,3,0,0
ASV_3504,2,1,0,5,3,0,0,0,0,0
ASV_3505,2,0,3,0,0,3,1,0,1,1
ASV_3506,1,0,1,0,2,3,0,3,0,1
ASV_3507,1,4,0,2,0,0,1,3,0,0
ASV_3508,1,1,1,0,5,0,0,3,0,0
ASV_3509,1,0,4,0,5,0,1,0,0,0
ASV_3510,1,0,0,0,0,4,6,0,0,0
ASV_3511,1,1,1,0,3,1,0,0,3,1
ASV_3512,1,2,0,1,3,0,0,4,0,0
ASV_3513,1,0,0,1,0,1,1,3,4,0
ASV_3514,1,0,0,3,2,0,0,4,0,1
ASV_3515,1,3,0,2,1,0,0,4,0,0
ASV_3516,1,0,3,1,3,1,1,0,1,0
ASV_3517,0,4,0,3,1,1,0,2,0,0
ASV_3518,0,4,0,1,3,0,0,3,0,0
ASV_3519,0,3,0,3,5,0,0,0,0,0
ASV_3520,0,3,0,2,4,0,0,1,0,1
ASV_3521,0,2,0,0,0,3,4,1,0,1
ASV_3522,0,1,0,0,4,0,4,2,0,0
ASV_3523,0,1,0,3,7,0,0,0,0,0
ASV_3524,0,1,0,3,1,0,0,1,4,1
ASV_3525,0,1,0,3,5,0,0,0,2,0
ASV_3526,0,1,1,1,4,0,0,3,0,1
ASV_3527,0,0,5,0,3,1,0,0,0,2
ASV_3528,0,0,4,0,0,0,0,0,5,2
ASV_3529,0,0,4,0,0,0,0,0,5,2
ASV_3530,0,0,4,0,4,0,2,0,0,1
ASV_3531,0,0,3,0,0,0,2,0,5,1
ASV_3532,0,0,3,0,0,0,0,0,7,1
ASV_3533,0,0,3,0,2,0,1,0,3,2
ASV_3534,0,0,3,3,1,0,0,0,3,1
ASV_3535,0,0,3,0,0,1,4,0,1,2
ASV_3536,0,0,3,3,0,0,1,0,4,0
ASV_3537,0,0,3,3,1,2,2,0,0,0
ASV_3538,0,0,3,0,0,1,0,0,2,5
ASV_3539,0,0,2,3,3,0,0,1,2,0
ASV_3540,0,0,2,0,1,0,3,0,3,2
ASV_3541,0,0,2,0,0,0,0,0,5,4
ASV_3542,0,0,2,0,0,1,0,0,5,3
ASV_3543,0,0,1,3,7,0,0,0,0,0
ASV_3544,0,0,1,3,4,0,0,0,0,3
ASV_3545,0,0,1,1,4,0,0,1,3,1
ASV_3546,0,0,1,1,3,0,3,2,1,0
ASV_3547,0,0,1,0,0,2,3,0,3,2
ASV_3548,0,0,0,5,4,0,1,1,0,0
ASV_3549,0,0,0,4,7,0,0,0,0,0
ASV_3550,0,0,0,3,4,0,1,1,2,0
ASV_3551,0,0,0,3,1,0,0,0,3,4
ASV_3552,0,0,0,3,8,0,0,0,0,0
ASV_3553,0,0,0,0,4,2,1,3,0,1
ASV_3554,0,0,0,0,2,3,4,1,0,1
ASV_3555,0,0,0,0,0,6,3,0,2,0
ASV_3556,5,0,3,0,0,0,0,2,0,0
ASV_3557,4,0,0,0,0,2,0,3,1,0
ASV_3558,4,2,0,0,0,0,0,4,0,0
ASV_3559,4,0,0,1,4,0,0,0,1,0
ASV_3560,3,3,0,0,0,1,0,3,0,0
ASV_3561,3,0,2,0,3,0,1,0,1,0
ASV_3562,3,0,0,0,0,1,0,6,0,0
ASV_3563,3,0,1,2,0,1,3,0,0,0
ASV_3564,3,0,1,5,0,0,0,0,1,0
ASV_3565,2,0,3,0,3,1,0,0,0,1
ASV_3566,2,0,0,3,4,0,0,1,0,0
ASV_3567,2,0,0,0,0,3,0,3,1,1
ASV_3568,2,1,0,0,3,1,0,3,0,0
ASV_3569,2,4,0,0,0,0,0,4,0,0
ASV_3570,2,3,0,0,4,0,1,0,0,0
ASV_3571,2,3,0,0,4,0,1,0,0,0
ASV_3572,2,3,0,1,3,0,0,1,0,0
ASV_3573,1,3,0,0,0,0,0,6,0,0
ASV_3574,1,3,0,0,4,0,1,1,0,0
ASV_3575,1,0,3,2,1,0,0,3,0,0
ASV_3576,1,4,0,0,1,1,0,3,0,0
ASV_3577,1,0,1,0,3,0,3,0,2,0
ASV_3578,1,0,0,0,3,3,0,3,0,0
ASV_3579,1,0,0,3,2,3,1,0,0,0
ASV_3580,1,0,1,0,3,0,0,4,0,1
ASV_3581,1,0,0,3,4,0,0,2,0,0
ASV_3582,1,2,0,0,3,0,1,3,0,0
ASV_3583,1,1,0,0,0,0,4,4,0,0
ASV_3584,0,3,0,3,2,1,0,0,0,1
ASV_3585,0,2,0,3,0,1,4,0,0,0
ASV_3586,0,2,0,0,1,3,0,1,3,0
ASV_3587,0,1,0,0,0,3,2,4,0,0
ASV_3588,0,1,0,0,3,1,0,1,4,0
ASV_3589,0,1,0,1,4,0,1,3,0,0
ASV_3590,0,1,0,0,4,1,1,3,0,0
ASV_3591,0,1,0,5,3,0,1,0,0,0
ASV_3592,0,0,5,0,1,0,1,0,3,0
ASV_3593,0,0,4,0,0,1,0,0,3,2
ASV_3594,0,0,4,0,0,0,1,0,4,1
ASV_3595,0,0,4,0,0,1,3,0,2,0
ASV_3596,0,0,3,0,0,1,1,0,4,1
ASV_3597,0,0,3,1,2,0,1,0,0,3
ASV_3598,0,0,3,0,1,4,1,0,0,1
ASV_3599,0,0,3,0,0,1,0,2,1,3
ASV_3600,0,0,2,0,3,1,0,3,1,0
ASV_3601,0,0,2,3,5,0,0,0,0,0
ASV_3602,0,0,1,3,6,0,0,0,0,0
ASV_3603,0,0,1,4,4,0,0,0,0,1
ASV_3604,0,0,1,3,0,2,3,0,1,0
ASV_3605,0,0,1,1,0,0,3,3,1,1
ASV_3606,0,0,1,0,0,0,0,0,6,3
ASV_3607,0,0,1,3,0,0,1,1,3,1
ASV_3608,0,0,0,4,3,0,2,1,0,0
ASV_3609,0,0,0,4,3,0,2,1,0,0
ASV_3610,0,0,0,3,6,0,1,0,0,0
ASV_3611,0,0,0,3,5,0,2,0,0,0
ASV_3612,0,0,0,3,5,0,0,2,0,0
ASV_3613,0,0,0,3,7,0,0,0,0,0
ASV_3614,0,0,0,3,4,0,0,2,0,1
ASV_3615,0,0,0,3,7,0,0,0,0,0
ASV_3616,0,0,0,2,4,1,3,0,0,0
ASV_3617,0,0,0,1,5,1,0,3,0,0
ASV_3618,0,0,0,1,4,0,2,0,3,0
ASV_3619,0,0,0,0,3,2,4,0,1,0
ASV_3620,0,0,0,0,0,1,5,4,0,0
ASV_3621,5,0,0,1,0,0,0,3,0,0
ASV_3622,5,0,0,0,0,1,0,3,0,0
ASV_3623,5,0,0,0,1,0,0,3,0,0
ASV_3624,4,0,0,0,0,2,0,3,0,0
ASV_3625,4,0,0,0,0,1,0,3,1,0
ASV_3626,4,0,0,0,0,0,3,2,0,0
ASV_3627,4,0,0,0,2,0,0,3,0,0
ASV_3628,3,0,2,0,0,3,0,0,0,1
ASV_3629,3,0,0,1,0,0,0,5,0,0
ASV_3630,3,0,0,0,1,3,1,1,0,0
